x,y,z
-5.495808653710227,9.994843384766336,-7.733154674911686
-5.7144816537102185,10.033677384766346,-6.609833674911684
-5.784702653710222,9.92053338476634,-5.761444674911687
-5.107212653710217,10.141564384766351,-5.738648674911687
-1.5510756537102388,5.519081384766338,-4.976044674911692
-1.943256653710204,5.0105143847663385,-5.071961674911694
-2.0154916537102103,5.089531384766328,-5.730774674911697
-1.6852306537102049,5.561554384766339,-5.642258674911687
-2.416798653710215,4.695008384766339,-5.153244674911692
-2.392643653710234,4.838242384766343,-5.795502674911702
-2.2895246537102403,4.848145384766326,-6.434754674911687
-1.8942456537102268,5.114281384766336,-6.365708674911687
-2.5580796537102337,9.052956384766329,-10.806824674911695
-2.7572826537102166,9.041268384766335,-10.940247674911687
-2.7971236537102406,9.179894384766325,-10.924484674911694
-2.6034586537102022,9.22420538476632,-10.785645674911695
-2.907123653710226,9.059174384766347,-10.994629674911687
-2.976292653710214,9.135552384766346,-11.014740674911687
-2.9788406537102325,9.216843384766316,-10.95477367491169
-2.8615766537102267,9.30133138476634,-10.876145674911683
-2.672382653710212,9.378388384766362,-10.730866674911681
-1.5585826537102143,5.111252384766342,-7.932694674911687
-1.5404096537102276,5.29336638476633,-8.870667674911687
-1.2402996537102349,5.850212384766332,-8.744080674911686
-1.986698653710232,4.801186384766339,-8.016892674911686
-1.9446456537102208,4.980713384766343,-8.958771674911684
-1.954044653710224,5.208931384766345,-9.790039674911696
-1.582889653710204,5.515061384766336,-9.700928674911696
-2.3439066537102167,7.600243384766338,-13.37648067491169
-2.619923653710215,7.61840938476632,-13.419480674911682
-2.701496653710233,7.68281638476634,-13.233093674911686
-2.42860865371021,7.66033238476632,-13.170654674911688
-2.861225653710232,7.52027238476634,-13.47700567491168
-2.939060653710227,7.5891423847663155,-13.290878674911694
-3.031086653710229,7.68090938476632,-13.110947674911685
-2.788166653710231,7.773644384766325,-13.052429674911695
-2.5129436537102205,7.748650384766332,-12.968460674911695
-2.1403856537102204,7.2651983847663315,-13.61386167491169
-2.23840765371021,7.2268683847663295,-13.605332674911695
-2.26779565371022,7.265229384766339,-13.66861067491169
-2.162846653710215,7.298935384766338,-13.68037467491169
-2.2921486537102402,7.171814384766318,-13.716416674911684
-2.3333176537102402,7.221947384766338,-13.760971674911687
-2.3161516537102305,7.252533384766334,-13.8100136749117
-2.2741136537102147,7.286782384766347,-13.763626674911695
-2.191395653710216,7.30579438476633,-13.760636674911694
-1.5560806537102216,5.80348238476634,-12.195358674911688
-1.592487653710215,6.010384384766326,-12.599655674911688
-1.7906236537102238,5.599015384766343,-12.256455674911695
-1.8557786537102279,5.80075138476633,-12.659958674911694
-1.9424026537102288,6.0151983847663315,-12.987793674911686
-1.653171653710226,6.2280053847663295,-12.9282536749117
-1.6296126537102218,5.736138384766349,-10.528092674911694
-1.6259196537102234,5.759209384766332,-10.773590674911699
-1.44124265371023,6.1507273847663475,-10.754074674911694
-1.9706156537102208,5.446007384766343,-10.6138006749117
-1.9518626537102168,5.480317384766346,-10.856201674911688
-1.918262653710212,5.489777384766338,-11.088684674911695
-1.6108446537102274,5.7546623847663305,-11.009979674911694
-1.4346966537102157,6.1127783847663295,-11.01980667491169
-1.6020556537102202,8.665291384766329,-6.582688674911696
-2.0336956537102377,9.29026138476632,-6.5483716749116905
-2.4809006537102327,11.160599384766323,-6.119232674911686
-2.400898653710227,11.217728384766328,-6.20736767491168
-2.6807446537102173,11.465180384766338,-6.183869674911691
-2.7153366537102204,11.359192384766336,-6.090012674911691
-2.4256786537102157,11.246201384766348,-6.295822674911691
-2.700855653710205,11.468941384766342,-6.2665566749116834
-2.9887276537102263,11.516190384766329,-6.291138674911692
-3.0081826537102163,11.507637384766323,-6.191239674911697
-2.987171653710232,11.39158738476635,-6.107865674911692
-1.4490396537102117,6.474770384766338,-5.506134674911691
-1.3218576537102038,6.413590384766335,-4.8511516749116925
-5.827473653710237,9.811295384766336,-5.088211674911691
-5.182011653710202,10.017136384766328,-5.071533674911692
-5.863041653710222,9.675080384766344,-4.406632674911692
-5.145054653710229,9.932785384766357,-4.3780676749116925
-2.1279036537102485,4.796372384766347,-7.175476674911691
-1.7092326537101954,5.086632384766343,-7.098740674911696
-2.3120926537102218,9.545769384766334,-6.53776667491168
-2.612720653710237,9.536538384766336,-6.068634674911691
-2.4357796537102385,9.744187384766343,-7.014481674911692
-2.5243576537102204,9.798737384766351,-6.911698674911692
-2.4246866537102214,9.689019384766336,-6.511353674911701
-2.657383653710223,9.695885384766338,-6.150391674911687
-3.0315746537102206,10.062912384766346,-7.204148674911692
-3.6920056537102037,10.312279384766324,-7.068222674911697
-3.6878246537102193,10.34980838476633,-6.903061674911696
-3.1054576537102143,10.048546384766322,-7.028336674911697
-4.009586653710226,10.302773384766343,-6.567871674911686
-3.9028366537102213,10.104065384766326,-6.059860674911691
-3.758671653710234,10.180870384766331,-6.134354674911691
-3.873341653710224,10.346543384766331,-6.5004886749116935
-3.2901046537102268,9.785599384766325,-5.901413674911696
-3.227726653710232,9.911927384766326,-6.021149674911696
-2.3588756537102267,9.977394384766338,-6.4293676749116875
-2.56020065371022,10.00055738476635,-6.132721674911692
-2.3466226537102384,10.009598384766344,-6.734024674911696
-2.249515653710217,10.35192938476632,-6.606735674911691
-2.258213653710227,10.367691384766307,-6.331497674911686
-2.4368486537102374,10.404663384766355,-6.087738674911691
-2.7342416537102103,10.003998384766355,-6.733246674911682
-3.1010026537102373,10.101464384766329,-6.737061674911686
-3.001102653710248,10.314247384766356,-6.601319674911692
-2.542179653710248,10.102768384766332,-6.634461674911692
-3.406681653710205,10.330552384766346,-6.720230674911692
-3.4508406537102143,10.54648638476635,-6.615906674911685
-3.300388653710212,10.846604384766348,-6.462998674911686
-2.878117653710216,10.625748384766322,-6.448609674911696
-2.4458506537102216,10.426705384766333,-6.481522674911687
-3.7122386537102265,10.597275384766359,-6.404663674911688
-3.6611376537102096,10.63769638476634,-6.7093976749116875
-3.595356653710221,10.456910384766328,-6.114289674911688
-3.4075966537102254,10.833382384766344,-6.069977674911697
-3.5189096537102227,10.948510384766333,-6.306824674911696
-3.4531136537102167,10.992852384766334,-6.580795674911684
-3.0918166537102056,10.209191384766338,-6.025650674911686
-2.9334456537102187,10.606011384766356,-5.998718674911686
-1.7112466537102282,8.147110384766332,-10.299957674911695
-1.9994396537102104,8.514130384766357,-10.492554674911688
-2.4592026537102156,9.354531384766345,-10.530960674911695
-2.394215653710217,9.279450384766331,-10.536102674911687
-2.4657326537102167,9.26181838476634,-10.652085674911687
-2.5284166537102326,9.392556384766348,-10.605530674911687
-2.3891946537102164,9.178070384766333,-10.565033674911687
-2.425510653710216,9.114365384766355,-10.664139674911695
-1.1051066537102194,6.837990384766325,-8.570603674911697
-4.3837016537102445,9.122429384766344,-10.825989674911694
-5.007481653710196,9.647911384766356,-9.231552674911695
-4.170978653710234,10.079361384766331,-9.075760674911693
-3.601292653710214,9.774491384766346,-10.276566674911694
-1.9669846537102096,5.359749384766354,-10.300049674911694
-1.6139416537102278,5.65869238476634,-10.211929674911687
-2.2035416537102144,8.891838384766341,-10.505173674911687
-2.1289106537102054,9.184067384766331,-10.32615767491168
-2.4177896537102117,8.707917384766343,-10.748047674911687
-2.3718306537102016,9.027062384766335,-10.545288674911687
-2.3347826537102048,9.173600384766356,-10.441055674911684
-2.378574653710226,9.33280238476635,-10.407181674911683
-2.6313516537102384,8.68501338476636,-10.923294674911688
-2.869205653710205,8.730713384766343,-11.049454674911688
-2.639362653710217,8.884110384766355,-10.839768674911683
-2.472629653710227,8.930359384766351,-10.687973674911687
-3.3750046537102314,8.54131438476634,-11.469071674911687
-3.1562996537102315,8.752449384766347,-11.14495967491169
-3.865940653710204,8.499535384766343,-11.424606674911688
-3.4276926537102206,8.812645384766338,-11.179337674911695
-3.097416653710221,8.946190384766341,-11.0499276749117
-2.8736616537102115,8.888474384766338,-10.971039674911694
-4.087406653710201,8.774559384766345,-11.201966674911688
-3.6187636537102144,8.973557384766334,-11.122147674911687
-3.5955396537102167,9.22220638476634,-10.974472674911695
-3.2228436537102265,9.214318384766326,-10.958191674911687
-3.2317546537102384,9.059647384766347,-11.04425167491169
-3.224125653710228,9.54595238476634,-10.737457674911694
-2.7288866537102017,9.72305338476633,-10.497742674911693
-2.7404216537102366,9.510506384766355,-10.615372674911695
-3.0167736537102137,9.39531038476633,-10.795716674911688
-2.333912653710211,9.53175438476634,-10.342102674911699
-2.520756653710217,9.46743838476635,-10.475571674911693
-2.40404165371022,9.252732384766343,-10.403427674911695
-2.483890653710217,9.361908384766334,-10.417877674911693
-2.38382365371022,9.124985384766344,-10.459534674911694
-2.4037976537102392,9.124497384766347,-10.456558674911694
-2.4220166537102266,9.244408384766356,-10.4028636749117
-2.4974866537102223,9.346444384766347,-10.417267674911685
-2.4455456537102207,9.008110384766322,-10.587540674911693
-2.584705653710195,8.933403384766333,-10.743424674911694
-2.598225653710226,8.941185384766346,-10.730271674911693
-2.4635966537102387,9.013001384766374,-10.579834674911693
-2.7968486537102257,8.932190384766326,-10.88319467491169
-2.9995616537102148,8.986412384766336,-10.974899674911695
-3.0010576537102165,8.991143384766357,-10.954834674911694
-2.8044786537102286,8.940201384766336,-10.865586674911695
-3.1106606537102093,9.078026384766355,-10.986618674911682
-3.104648653710239,9.194741384766356,-10.923096674911694
-3.0981486537102216,9.183640384766331,-10.905853674911695
-3.1065716537102173,9.07518838476636,-10.966843674911688
-2.9561356537102013,9.32405938476634,-10.788956674911688
-2.7574966537102163,9.416619384766332,-10.632370674911682
-2.7600906537102325,9.397889384766328,-10.624390674911696
-2.952915653710232,9.307694384766332,-10.776032674911695
-2.6008646537102145,9.422905384766347,-10.50138967491169
-2.609257653710195,9.404168384766331,-10.497879674911687
-2.3991586537102148,9.263436384766347,-10.450089674911696
-2.4719126537102163,9.361206384766351,-10.464371674911687
-2.3822066537102096,9.148163384766343,-10.502304674911684
-2.4409226537102136,9.039902384766318,-10.622650674911696
-2.5728646537102207,8.969826384766346,-10.769928674911695
-2.7755476537102286,8.968979384766325,-10.902634674911695
-2.9684036537102383,9.017960384766347,-10.990311674911695
-3.070621653710228,9.097458384766345,-11.002594674911695
-3.0608106537102167,9.200966384766328,-10.943146674911688
-2.9174386537102173,9.322098384766344,-10.815888674911694
-2.728168653710224,9.41071438476632,-10.667145674911694
-2.5806316537102263,9.417031384766345,-10.543427674911698
-1.5902296537102387,7.072098384766349,-12.054733674911688
-1.7710616537102162,7.23767138476634,-12.242218674911685
-1.4997606537102222,7.021393384766324,-12.411209674911687
-1.6810956537102122,7.172875384766339,-12.5699776749117
-1.9520616537102256,7.369324384766338,-12.753143674911685
-2.041263653710228,7.450203384766326,-12.466721674911694
-2.31949265371021,7.677063384766337,-12.635147674911694
-2.2318156537102265,7.5876323847663185,-12.877320674911687
-2.6012156537102094,7.842751384766352,-12.760681674911694
-1.4772226537102249,6.684945384766332,-10.9033366749117
-1.4607586537102115,6.577263384766347,-11.248093674911688
-3.2859696537102376,7.931733384766343,-12.599533674911685
-3.544514653710205,8.179467384766323,-12.054840674911699
-3.260532653710227,8.272316384766325,-12.007614674911695
-3.0254256537102258,8.023247384766362,-12.542832674911695
-1.8772326537102049,5.501336384766344,-11.372635674911695
-1.592441653710221,5.7491463847663296,-11.29867667491169
-1.8341256537102402,5.513451384766338,-11.67082267491169
-1.573078653710219,5.743332384766344,-11.601837674911694
-1.4240306537102008,6.072014384766329,-11.316147674911695
-2.541080653710205,7.599617384766329,-13.632630674911681
-2.8040816537102096,7.48953338476633,-13.690598674911698
-2.254429653710229,7.590836384766357,-13.595352674911695
-2.1769606537102213,7.566269384766335,-13.79155067491169
-2.445743653710233,7.564003384766347,-13.82704267491168
-2.7249346537102053,7.433373384766347,-13.933747674911684
-2.051517653710232,7.439186384766338,-13.403870674911687
-1.9763076537102044,7.43734838476632,-13.634796674911685
-1.800541653710221,7.260781384766343,-13.728760674911694
-1.8473096537102087,7.3119893847663215,-13.841767674911695
-1.9397626537102148,7.4344413847663295,-13.822266674911688
-2.097523653710238,7.155724384766351,-13.613220674911688
-2.1688426537102266,7.109337384766349,-13.591873674911694
-2.2116436537102206,7.168663384766344,-13.56434667491169
-2.109470653710229,7.213494384766335,-13.578324674911695
-2.2135666537102257,7.0761193847663355,-13.666321674911686
-2.2672776537102206,7.105805384766338,-13.66522267491169
-2.0148356537102163,7.00328938476633,-13.747940674911703
-1.8697706537102279,7.113160384766327,-13.754471674911684
-2.163090653710226,6.92175338476633,-13.825089674911695
-2.1175276537102388,6.992165384766338,-13.888596674911694
-2.024769653710233,7.0353093847663475,-13.837021674911695
-1.9434706537102304,7.109139384766332,-13.83636567491169
-2.3326766537102337,6.848336384766347,-13.948090674911695
-2.2213176537102117,6.937043384766348,-13.975174674911699
-2.3813516537102384,6.96053438476633,-14.100022674911685
-2.2661636537102194,7.033226384766348,-14.096466674911685
-2.2013596537102096,7.093827384766339,-14.052292674911685
-2.164921653710234,7.020691384766336,-13.977905674911682
-2.5215956537102304,7.166664384766335,-14.083084674911687
-2.374058653710204,7.1942073847663375,-14.087128674911694
-2.4287766537102407,7.354721384766346,-14.0173496749117
-2.286655653710209,7.271447384766357,-14.02908367491169
-2.261417653710204,7.184464384766329,-14.059174674911688
-2.3143966537102294,7.449372384766349,-13.957749674911694
-2.1282236537102333,7.460846384766338,-13.929306674911684
-2.114185653710205,7.351784384766343,-13.968186674911694
-2.2190136537102307,7.333573384766339,-13.992569674911694
-1.9678846537102108,7.3717203847663475,-13.95312567491169
-1.8574566537101944,7.254769384766347,-13.953705674911687
-1.9652756537102327,7.2350163847663405,-13.966690674911703
-2.0281106537102107,7.306916384766339,-13.97445767491169
-1.82100365371023,7.182724384766343,-13.855301674911699
-1.9303636537102151,7.172379384766338,-13.900086674911694
-2.091297653710239,7.067780384766332,-13.733872674911694
-2.022053653710241,7.1362383847663295,-13.721329674911685
-2.174168653710222,7.031861384766329,-13.776337674911687
-2.2159316537102267,7.06671238476633,-13.838822674911695
-2.244953653710221,7.133820384766349,-13.895523674911685
-2.2894486537102328,7.194367384766334,-13.920838674911694
-2.3011666537102102,7.24808538476634,-13.920380674911685
-2.2317086537102124,7.294464384766339,-13.899765674911695
-2.14070565371021,7.316674384766338,-13.867645674911685
-2.0880166537102234,7.297699384766357,-13.832886674911695
-2.0545086537102115,7.253174384766339,-13.793793674911685
-2.0211376537102232,7.198677384766338,-13.749024674911695
-2.270862653710205,10.817055384766316,-6.401810674911688
-2.2661786537102384,10.816437384766335,-6.257019674911689
-2.4034166537102326,10.862427384766333,-6.0871136749116905
-3.125431653710205,11.145241384766333,-6.305023674911697
-2.7872666537102284,10.966637384766326,-6.288468674911684
-2.957401653710217,11.290398384766345,-6.235108674911686
-2.72462865371024,11.24476738476633,-6.188538674911696
-2.5113876537102264,11.078347384766342,-6.241821674911691
-2.4376876537102263,10.810433384766323,-6.3185736749116925
-3.1901746537102262,11.21173138476632,-6.072037674911697
-3.285938653710229,11.29369438476635,-6.233978674911697
-3.227665653710216,11.336777384766318,-6.386460674911689
-2.8038066537102235,11.031067384766336,-6.024292674911692
-3.1199846537102034,10.065400384766344,-6.958908674911685
-2.61560465371023,9.88658238476634,-6.9410556749116825
-3.5749556537102016,10.349511384766334,-6.923752674911697
-3.5430036537102403,10.37230038476633,-6.8793956749116925
-3.1130876537102217,10.07959838476634,-6.922684674911692
-2.6180916537102337,9.92561438476633,-6.896286674911691
-3.660374653710232,10.585610384766344,-6.841202674911699
-3.6064346537102216,10.65958438476633,-6.771469674911687
-3.1521956537102187,11.40101738476633,-6.405823674911687
-3.2075546537102286,11.29906538476632,-6.430054674911686
-2.9810226537102373,11.521103384766315,-6.323319674911687
-2.9717446537102137,11.456192384766322,-6.319916674911681
-2.7767526537102287,11.490326384766345,-6.298447674911688
-2.695515653710215,11.421669384766345,-6.283219674911692
-2.3820536537102264,9.96681238476634,-6.865051674911696
-2.35965365371022,10.054489384766324,-6.795502674911702
-3.1224566537102145,10.057457384766334,-6.846481674911686
-2.632419653710212,9.912018384766325,-6.817352674911689
-3.542667653710204,10.352211384766346,-6.800583674911691
-3.594639653710214,10.654091384766328,-6.684509674911697
-3.43783965371021,10.95206538476634,-6.531281674911683
-3.2320906537102143,11.234970384766338,-6.374268674911693
-2.9804886537102213,11.405884384766347,-6.255387674911686
-2.6860246537102164,11.368058384766345,-6.216660674911696
-2.4309126537102195,11.151879384766342,-6.260590674911697
-2.296802653710227,10.787758384766333,-6.389420674911692
-2.278553653710228,10.386338384766358,-6.554871674911697
-2.370670653710232,10.05799938476633,-6.708893674911691
-3.1307416537102126,7.780266384766321,-12.916001674911698
-2.8820086537102263,7.872094384766338,-12.85669067491169
-1.4204446537102164,7.00097738476634,-12.817368674911695
-1.5905806537102016,7.122856384766347,-12.9548656749117
-1.853763653710228,7.2892923847663225,-13.090103674911704
-2.1396066537101976,7.4987643847663294,-13.14244167491168
-1.5197336537102153,6.780884384766349,-11.8208776749117
-1.4301806537102202,6.467659384766357,-11.556641674911688
-1.7943156537102265,5.524620384766333,-11.946137674911695
-1.5553026537102248,5.737938384766347,-11.881745674911684
-5.371220653710238,4.7544713847663305,-5.406204674911691
-6.048450653710217,5.441620384766338,-5.330872674911687
-5.945255653710216,5.6277703847663325,-5.966629674911688
-5.2596636537102315,4.976876384766339,-6.0186316749116875
-6.47711665371021,6.329537384766347,-5.192520674911694
-6.357517653710215,6.495156384766343,-5.8505566749116875
-6.400394653710218,6.569657384766338,-6.5015876749116925
-5.939564653710233,5.703354384766325,-6.5995036749117
-5.242405653710204,5.041344384766344,-6.643067674911692
-5.165653653710233,5.1788563847663305,-8.166580674911687
-5.8680766537102445,5.823334384766323,-8.198212674911687
-5.56653265371021,5.881501384766349,-9.247299674911686
-4.979374653710222,5.344750384766339,-9.119263674911693
-6.378834653710227,6.637040384766348,-8.153382674911684
-5.920246653710233,6.552842384766332,-9.375336674911694
-5.390980653710196,6.544846384766345,-10.533356674911687
-5.114872653710234,5.9994973847663475,-10.203201674911693
-4.679340653710209,5.555153384766348,-9.995392674911685
-3.858799653710217,5.932709384766323,-11.024658674911695
-4.069309653710217,6.428192384766329,-11.222260674911695
-3.693973653710241,6.412735384766332,-11.701325674911699
-3.5440716537102173,5.96064838476633,-11.466751674911695
-4.199299653710239,6.993950384766348,-11.36338867491169
-3.751942653710227,6.859825384766339,-11.889816674911685
-3.484882653710212,6.694657384766338,-12.35907067491169
-3.4373216537102387,6.307534384766337,-12.153122674911685
-3.3084916537102167,5.919747384766339,-11.943634674911694
-6.669987653710206,7.345490384766317,-5.024628674911696
-6.5196726537102245,7.5316473847663525,-5.6853496749116905
-6.629825653710227,8.330002384766306,-4.8237616749116965
-6.470371653710215,8.535912384766329,-5.482819674911681
-6.50381865371021,8.62828138476635,-6.157135674911686
-6.518894653710229,7.597023384766345,-6.172089674911689
-4.121113653710221,4.683907384766339,-8.150635674911696
-4.192554653710241,4.622612384766338,-7.337998674911686
-5.232212653710217,5.093216384766318,-7.350128674911701
-3.093021653710233,4.433739384766337,-8.129914674911687
-3.1844986537102304,4.41255238476634,-7.300354674911686
-3.2758226537102164,4.4645693847663495,-6.564957674911683
-4.240909653710204,4.622383384766348,-6.621842674911692
-6.472446653710231,7.610672384766352,-8.338028674911696
-6.1841326537102175,7.402085384766334,-9.424561674911685
-6.4700056537101975,8.618706384766337,-8.012192674911686
-6.180805653710205,8.28022038476632,-9.409317674911687
-5.885395653710227,7.967293384766317,-10.535950674911687
-5.843861653710217,7.259209384766332,-10.476929674911688
-3.3974806537102147,5.490502384766329,-10.845856674911687
-3.634632653710224,5.361634384766344,-10.453964674911687
-4.271503653710239,5.774338384766338,-10.58236767491168
-2.848499653710217,5.220032384766338,-10.713715674911695
-2.9213146537102097,5.113617384766336,-10.382706674911688
-2.982716653710224,4.9315953847663465,-9.86854667491168
-3.8582346537102232,5.1610873847663425,-9.902344674911687
-4.174717653710228,7.4107293847663405,-11.54324467491169
-3.8203476537102383,7.268441384766329,-12.019440674911694
-4.167667653710204,7.755745384766325,-11.596146674911694
-3.837208653710217,7.634003384766345,-12.08709767491169
-3.5710496537102294,7.428727384766315,-12.592743674911688
-3.5518536537102365,7.077073384766347,-12.505661674911694
-2.5285076537102054,5.700386384766342,-12.965408674911686
-2.4205216537102228,5.528130384766335,-12.633118674911685
-2.5911906537102265,5.48584838476634,-12.3967906749117
-2.717472653710228,5.661179384766343,-12.698136674911694
-2.2932476537102207,5.4295123847663245,-12.3262646749117
-2.373936653710226,5.356102384766332,-12.08326767491168
-2.4667096537102235,5.331177384766328,-11.803147674911685
-2.721699653710214,5.487168384766336,-12.087052674911687
-2.8752336537102217,5.687546384766336,-12.36081067491169
-2.8963056537101948,5.979500384766362,-13.436386674911688
-2.9070326537101985,6.169762384766329,-13.5220036749117
-2.60005665371021,6.35303538476634,-13.634384674911685
-2.56207665371023,6.196282384766327,-13.588745674911694
-2.9294936537102227,6.4173973847663275,-13.691223674911695
-2.6287576537102217,6.519402384766347,-13.705643674911684
-6.482639653710219,8.882523384766326,-6.968994674911684
-6.204639653710227,9.465660384766347,-6.788071674911691
-6.070087653710214,9.392716384766342,-7.899918674911689
-6.23216665371022,9.39203738476635,-5.931732674911686
-3.5128066537102267,4.212029384766339,-5.312744674911684
-3.3353776537102373,4.4620983847663345,-5.925476674911691
-2.769886653710227,4.586899384766348,-5.860245674911695
-2.890415653710232,4.37944138476632,-5.234528674911701
-2.687687653710226,4.585633384766339,-6.501892674911687
-4.977940653710231,7.440659384766349,-11.222153674911695
-5.121525653710234,7.546479384766339,-11.217835674911694
-4.979893653710217,7.72557138476634,-11.299118674911682
-4.865086653710204,7.636895384766348,-11.30201767491168
-5.249103653710233,7.6615763847663585,-11.1731266749117
-5.077946653710239,7.82461638476633,-11.256561674911694
-4.941303653710215,7.909294384766322,-11.29161167491169
-4.85463365371022,7.884049384766335,-11.337128674911694
-4.814976653710245,7.788025384766339,-11.322083674911694
-3.032810653710227,4.655907384766348,-9.051743674911693
-2.3925216537102294,4.7256323847663495,-9.016922674911696
-2.43983865371022,4.524086384766346,-8.083954674911682
-2.3844036537102333,4.9810263847663485,-9.83848667491169
-3.1418806537101966,7.0685733847663474,-13.513428674911694
-3.213978653710239,7.137062384766349,-13.305435674911694
-3.122150653710216,7.40254238476632,-13.305283674911694
-3.0497176537102284,7.332047384766322,-13.493256674911695
-3.3108256537102374,7.217034384766348,-13.105393674911685
-3.2154886537102048,7.48892238476634,-13.125778674911695
-2.856296653710226,6.7882013847663485,-13.736725674911694
-2.8633616537102125,6.832199384766338,-13.800598674911695
-2.7980996537102225,6.911896384766347,-13.759628674911694
-2.788578653710241,6.860306384766343,-13.699768674911681
-2.8406566537102087,6.873207384766343,-13.8720866749117
-2.793201653710224,6.9409183847663485,-13.852707674911684
-2.736393653710234,6.972535384766327,-13.882141674911681
-2.7140236537102402,6.968300384766335,-13.826325674911699
-2.693775653710228,6.9042293847663245,-13.785355674911685
-2.153614653710216,5.636528384766332,-12.695969674911694
-2.0736886537102173,5.458603384766314,-12.284210674911687
-2.252186653710204,5.828896384766325,-13.031067674911682
-2.7645766537102165,5.26902038476635,-10.981201674911688
-2.3399396537102284,5.283478384766339,-10.896134674911695
-2.374943653710215,5.239548384766348,-10.656006674911694
-2.670689653710223,5.2892613847663466,-11.231934674911683
-2.2861376537102096,5.304726384766346,-11.125870674911695
-5.953159653710214,5.766251384766349,-7.329468674911682
